timestamp,rssi1,rssi2,rssi3,
2025-04-24T02:43:46,-57,-54,-52
2025-04-24T02:43:50,-56,-52,-49
2025-04-24T02:43:55,-59,-49,-51
2025-04-24T02:44:00,-52,-49,-53
2025-04-24T02:44:06,-52,-52,-51
2025-04-24T02:44:12,-58,-47,-50
2025-04-24T02:44:16,-52,-51,-54
2025-04-24T02:44:21,-57,-51,-53
2025-04-24T02:44:27,-56,-53,-51
2025-04-24T02:44:32,-56,-48,-52
