timestamp,rssi1,rssi2,rssi3,
2025-04-24T02:43:46,-50,-57,-50
2025-04-24T02:43:53,-47,-59,-52
2025-04-24T02:43:57,-51,-56,-56
2025-04-24T02:44:02,-49,-59,-56
2025-04-24T02:44:07,-50,-58,-57
2025-04-24T02:44:13,-47,-61,-60
2025-04-24T02:44:20,-50,-58,-57
2025-04-24T02:44:26,-51,-54,-54
2025-04-24T02:44:31,-49,-49,-56
2025-04-24T02:44:35,-46,-55,-52
